speed_kmph,braking_frequency,road_condition,tyre_pressure,load_weight,temperature,steering_angle,tire_wear
31,9,3,36.9563546117589,615,38.518575542935224,19.487934922821633,31.18862345706786
113,11,4,31.73886087498675,225,28.59785317577579,17.6033805349787,41.628700940150914
89,4,3,38.14784226732811,570,38.76569814825736,2.0050796823035677,21.88144434013094
100,2,4,31.115239404501743,584,40.1586538859417,48.949251061517714,59.373075187292514
73,6,2,28.019725085349396,255,34.64327253852781,27.022992782340477,39.39429637802319
37,14,5,32.51697955024833,452,21.852775569252607,19.507975704015866,42.50690842189279
76,4,4,34.84913777150888,833,23.220353411566425,28.266621299865232,46.02045982453525
64,6,1,33.74445829558627,305,24.44523466226206,49.12427942727912,46.93165908025279
107,19,3,38.344913710919165,329,18.50412323201856,7.476852462451271,34.22811551281397
110,6,2,29.264863431474005,869,23.194788611098353,51.45935929450964,65.03070018106935
65,2,1,34.64588128760471,575,21.28557672937596,53.85053010650124,46.71795078989242
79,18,2,34.15575219785089,942,28.659862494258064,56.80247490203329,81.46248398906147
33,13,5,31.376715786065958,507,42.253126436167946,23.849279545357668,51.941099062775585
31,9,3,37.866737350924126,290,18.13440950261874,13.028424242260312,14.361835749495292
35,19,3,37.034183870586475,592,36.60803771842187,22.41844910800191,51.04166557119576
83,13,5,36.79431024798197,733,35.61849013239383,19.974725773884195,50.57174148580877
33,11,3,38.514309739234676,309,17.87262595990073,10.569234750171603,13.938027741998042
83,1,4,36.673415207458255,760,42.677172147174005,36.436000206089275,50.194308303223636
92,7,2,30.782095500576716,840,32.05416606470459,28.597449630517733,49.37982558604287
47,15,1,36.46675253979629,784,25.911765634070527,51.94205953944022,64.01168304141571
119,1,5,31.692433760678128,539,37.6961575048592,1.9265748289234952,25.774895882807247
73,12,4,30.906095804169645,764,22.720963752049023,38.63207565330758,56.329986495235985
63,7,1,28.87604311479553,555,35.80529511138961,45.776932710693664,62.824068998547375
103,15,1,36.92834296417212,367,16.191336227167415,45.56919415129842,55.56052125991413
91,19,5,36.532011543397736,756,40.18224112827816,53.164438025731506,80.77521861199372
43,1,4,30.813993732089124,651,28.445125410639555,43.74202456976965,52.09686980219392
77,17,1,36.99254820068987,304,34.10078743073825,55.66860369886178,63.16120539836834
44,17,1,39.01409059712264,349,21.63713459420051,19.959395989253487,35.33880307223321
101,3,4,29.296347489898952,345,35.312211379753435,30.192565005092582,43.52937096277547
107,12,3,30.791639660641298,915,38.1672082767983,0.8447797969734405,34.038086831697214
116,6,1,37.00312952904778,498,29.19639560653196,0.41745523819747277,13.390617082987585
91,11,2,31.29408008208494,366,33.53180772185383,14.407597227091193,35.45533450885408
69,3,4,35.4959676914046,912,28.689777714671955,6.048431828345116,28.4432285708278
114,8,1,28.973970693564574,845,41.822741077735365,15.612682076145216,45.47634797091231
109,14,5,33.426429749242466,922,29.936075415429574,10.622597671703844,47.85208640998538
111,14,2,36.86909706391543,247,40.25426127086457,1.7112014903188943,30.26742318590149
82,10,1,36.23816731651903,837,39.04056174810746,54.558248784362966,64.67178994597047
53,2,2,37.78086520810968,438,27.315144640450697,0.4933878833334915,7.2483842081190994
55,14,2,38.529425519238025,206,21.90253475572425,44.16492866022512,45.58383893276985
118,9,3,37.278202015105094,663,27.18246397679313,9.12887321517099,30.599301282862402
89,3,2,36.05905291526711,652,39.786521273256604,54.733777319976,52.67740096985415
70,8,3,28.380669901792373,983,21.82897607458177,53.567756375393145,70.10869265469418
58,16,4,34.41960008091333,570,30.73309037573248,39.23406878215544,60.581689783707716
44,2,3,28.452372698978234,748,39.182902438822424,40.33404898803631,54.47149428076678
74,6,5,37.69681380539227,686,25.604324253851363,0.3203485181813126,14.155828357470076
94,12,1,31.84869429351949,410,34.26628911008092,59.09229396681612,73.34698985722329
118,5,4,34.74915248941505,364,22.368947221464435,52.66995621454886,62.134715096540475
100,2,4,31.353343687826833,324,18.278383361044796,53.70637354380552,60.14932707561002
38,16,5,37.39000173256352,536,38.83152675278569,39.554672223052314,63.402530961346336
117,5,3,38.63803031970283,391,17.969058702261204,20.687215719272192,21.859748476263196
30,15,1,32.78370993055677,929,23.141441852387537,53.618918945428845,68.14531724700531
37,12,3,38.35506872213187,413,40.65328265992321,17.491015689071542,34.104514685471976
117,4,2,31.204900089475988,773,25.394078612360016,33.76269260053217,47.89870575252328
92,15,3,34.41593107690629,527,44.19136048542484,5.983858340632944,40.92866325036811
40,11,4,38.30513715806445,580,44.3920300432158,55.31733780796501,72.80075195387371
110,16,1,31.910576111389485,872,23.0482806136067,8.4462274662728,45.70507487678645
37,6,3,39.44850718093703,777,16.229346667496714,13.493808343824437,19.985406087301
64,14,1,29.462554021376604,997,36.151898526161375,33.4880494876929,53.98310835210369
64,18,1,28.219300836682073,438,28.52959507945031,45.845580012778896,64.20474079383112
62,12,2,38.84962423093829,731,18.02258531878729,37.16107835617794,45.61196781429777
34,11,2,28.823783993774466,899,36.22568456934128,13.92803476800937,31.415971628827915
70,13,4,39.9026703513699,281,15.935247273357637,0.056582551649420054,11.420545400671264
57,11,5,39.41676234374927,562,41.10590071476726,45.429034818446354,60.23657131381628
36,16,1,29.644250920435848,704,19.159575873399113,59.11243955466562,72.92725885390298
102,15,5,34.45101550831079,401,18.81935636240175,48.594787218365425,73.93330143212434
101,15,4,30.21904356960573,703,20.270168939057534,27.61239708939692,60.7569295319021
41,4,1,33.137862076361436,843,43.807990754761995,54.22603568394639,57.433779196000444
63,11,1,28.73710155111799,236,35.79508080761538,24.590860387101003,35.596752602453414
62,19,5,30.687095053559073,843,39.041146063909096,31.496045054608054,75.65559887329972
77,15,3,32.359273556786796,788,26.92904957198259,28.627786043740993,60.244760406696884
52,4,2,33.263770002952654,800,25.089381825148667,26.857432359931497,39.95997911029399
91,13,3,39.72995509850672,601,22.0345202034951,46.511446157634346,57.75854785976006
117,19,5,37.694387748207774,964,29.41944084937227,31.60613443616952,76.08999161875526
66,2,2,36.84891933174335,905,31.554862006025054,19.003027321512963,29.629575602245712
73,14,3,34.44449577690369,375,33.95324530958266,15.4894900595087,31.90056414869229
115,4,2,38.07997312725212,744,22.713555119960837,2.264839018046003,23.9307627784956
120,16,1,32.07187402786853,769,43.45962242708972,34.99170971298276,73.07065066829232
64,20,3,36.50678935327979,666,20.092754946214075,13.797684924062052,37.88905239065553
94,14,2,39.92540770453807,400,43.96959524299237,8.888035320982986,32.131564311810926
76,15,2,31.775546907222385,739,15.445683675225114,39.22979782966066,58.54371401538195
107,3,2,36.08821041860761,746,29.433770754505368,40.872555469292934,44.876080650470556
32,8,3,38.13177836982859,836,25.001035143496885,45.12929353545996,52.46027465466436
30,16,4,38.98969100020807,593,28.473702417907525,30.21461378031549,54.204651448134065
34,10,3,36.61519229128122,241,32.11993736942367,53.6432763122332,51.33681739680688
119,4,5,31.403295081005634,796,28.06767474038127,56.18056520389367,72.31887080454264
43,18,3,31.915385818827357,592,27.44540550904785,48.442256387549364,73.56408628960862
56,2,2,28.24909638548757,899,36.9817024623992,38.13560892049124,51.093043633416826
38,17,1,37.13063173205812,822,35.57628825259394,18.22325721547132,37.33467500673814
108,13,3,28.512875272743415,982,39.998138461075435,58.97669529721327,100.0
44,4,3,38.375828255232946,640,22.49876943718487,16.4481700315163,16.21269052875012
119,11,2,29.423927373694465,816,33.2858552926219,12.159415319425865,49.72617955681301
71,7,1,30.062518145631092,705,32.555843561785615,26.529246827194967,42.07179397028818
106,12,1,33.718317649986844,519,26.092134326180663,3.4104342427433076,28.03885015961788
80,10,5,36.85456498202491,752,29.581726257080426,58.70966788030745,73.28165500915499
92,7,3,29.668026462388934,414,24.413464299171864,35.30601338498549,40.4701642664218
81,13,1,33.28085290079798,270,19.255331928509555,33.41712549985051,42.3719448587629
33,7,1,33.79421529292126,767,21.414036319881987,39.34777679398319,41.334520398954886
52,17,4,30.547427700023096,435,18.165409392036032,29.8214188666324,51.38863690474966
44,10,4,29.38670052016758,480,35.49208725570372,1.923811025672495,31.45583139946957
72,10,1,38.03705107582768,816,34.821821793274545,36.738677330423805,48.125408495322894
58,4,5,34.029587797153184,361,43.51819114739618,42.97043261738584,46.936109330021566
65,20,1,28.172574831809836,390,36.89035240941724,25.00494363744319,57.92981151590245
42,4,2,37.63577561570925,208,16.561375162683944,45.437734324271574,33.62614973237174
61,7,3,39.76952566497502,259,41.527355217868624,13.620077960305236,16.396257993312123
100,1,5,35.27111434497097,424,40.88025488837177,13.276595463971042,31.797709298183946
88,12,2,34.04450064500885,899,28.29960962318096,9.685019261254437,47.81437543108386
115,13,5,38.54099035653954,781,32.57589151583765,22.31968558734971,50.49943419662411
57,10,2,39.43020147621518,486,44.28234997417557,50.820722123345014,54.753312584989246
95,15,3,37.05444299082953,368,30.969130915444985,49.67472372894386,67.77928459303185
71,13,3,33.345435156811455,261,42.159654851282696,22.96945247781023,53.259801935511064
74,9,4,35.10665679197729,548,17.491162734305593,35.3471241588142,44.660622726091006
91,9,2,36.41122438021599,641,20.731556061260484,43.24897898849494,47.81409687349105
86,15,4,30.331282852021616,213,28.222648303239534,14.472406477681378,38.40143613566492
35,10,2,33.366412386597254,363,32.542704250119144,10.088465153684824,26.763815970974104
57,10,4,37.957855176607424,619,39.48683555588401,58.32575959273866,66.28579160767491
57,8,3,35.856704181981314,956,44.6478634542956,37.05343879257711,51.96634439817374
73,16,5,32.93444880654225,719,26.665544894223494,58.884943310019835,87.92165723082638
113,17,4,35.960350408176176,865,16.422469084202547,20.265359227933747,58.54351265149753
59,5,2,29.41866894486952,747,39.03514509885974,42.18190199844789,58.211442061720206
91,4,2,32.81797132677852,759,33.13142157248424,13.356218192474262,28.88996160992455
104,18,3,37.51754245555668,796,20.95628576604605,15.672010276434776,50.94551750335702
118,19,2,30.646105445639776,227,29.844853698642606,30.71412727617744,59.753721029624565
91,4,1,30.231538090689014,907,37.26930736601173,19.177087530484272,30.51253823919024
30,7,5,39.409823918997176,645,38.11235361205931,10.057293830435068,24.09924409412214
56,10,4,30.518771555034768,407,29.98855235996286,15.77284211935956,36.504534216445826
91,18,5,31.131022955802017,669,24.156435903865773,2.1449036679518785,45.10606266845953
106,19,3,39.635391266852054,915,44.212277461154805,42.265417288649196,71.19397370038492
32,4,4,36.81650284318031,303,34.90087832869479,29.526999425151697,23.919433111209585
99,10,4,36.39515839628234,941,27.24712558038896,5.654583984271538,36.394877949905016
101,1,1,38.23511660625498,625,23.413896726139573,10.301639587709472,14.706146776345557
56,18,3,29.389876986841532,300,36.933089490106866,6.15207228675864,46.356891257290705
38,5,2,36.471474838960084,740,22.265503367813032,36.75556849655259,35.99942560777804
91,15,1,34.04426331193886,838,20.151299669210644,5.652621816749628,30.99168630500957
66,17,1,37.94980768340968,721,30.89501666886211,45.25693998211297,61.15800328398856
80,3,5,34.097700623982334,305,23.699621779324254,1.2306551592234705,8.196608518763734
73,12,5,35.44289625122695,878,33.86715434770845,14.962547279753526,51.495266304045195
53,2,5,33.73290551679443,968,18.538160246227005,53.44000055351443,70.0787995808733
108,1,1,33.73790708267013,476,34.648233137019645,43.11187908733476,38.1849645685158
88,17,2,37.21563973674198,264,23.498895839931066,4.378099975541263,21.096265720717376
61,16,4,35.5427968077674,982,15.007288033035382,49.26756626911079,79.50133098827088
117,5,5,35.59915841931293,387,18.80808173022529,29.58210729241229,42.95056780073513
81,15,2,33.40338980597831,516,43.00846133505282,50.806981630129755,72.96821383380828
91,3,3,34.37331395605033,337,41.02063917346074,36.04438646702361,47.53595435259781
87,7,5,36.94861199445745,542,22.008270961087106,40.90998192197152,46.54516165406316
81,11,4,37.91129102934302,304,38.35115713636473,59.610093623742486,62.698796713501594
41,10,3,36.358736825728556,745,33.257147795219225,13.940132755441091,31.28870480891543
68,9,3,39.0888758661482,579,44.127141343496085,37.4367344856833,49.438123075253266
31,14,4,37.84388905776641,309,26.208169786021774,27.6192834034439,38.46172959410031
32,13,5,34.74236547771422,744,35.443818375515136,2.367117175361486,44.49567526849149
85,2,1,36.05687287172484,553,16.90607167271756,0.868238490171902,0.723342483612369
110,3,4,39.11569932305435,942,26.88742040449218,7.153714669071521,23.268829413654636
88,7,4,35.4300165309167,516,43.91452983564541,38.94550443231289,54.740711398153294
31,18,4,37.897683375757964,465,31.169426233503618,34.02978527480353,59.382562815180236
31,3,3,36.265726043079844,893,23.636385100045338,33.20577366982364,32.76107909492065
83,10,2,34.6232363327256,264,18.608128893858208,1.9114057516956051,13.594608444676965
116,7,1,30.902058344984237,532,36.10585020544591,28.158179781600424,47.734990871055736
30,9,5,33.111970233621136,712,34.345681302891805,55.47736907055171,74.70987918133157
48,17,5,39.61291389800459,332,26.21816140811324,23.855512158638795,46.00215006509083
31,11,2,35.8931845992712,791,43.52824055597503,37.49534818730738,62.66627084024567
82,7,4,34.77274456406788,982,15.66608438963551,46.78912053738861,71.07302681775892
73,14,1,39.19547950633873,952,24.111715548954773,47.03551674851325,55.62991471692777
119,19,5,35.03814137244939,739,42.63208458898744,31.15680494371628,69.139335955033
61,4,5,34.31299022100883,934,24.628063149583213,51.47711672414018,66.8013048300633
99,6,4,37.111730261802464,734,22.567585015655112,23.48268560182482,45.25788610795459
61,10,2,36.55198742783853,695,31.02661229793742,53.3215928870879,60.30428268992425
97,7,1,30.317920100901194,820,39.71405249761614,14.413629983732719,34.49126513629695
84,13,2,33.65569929488945,818,18.09440282635083,16.81298441943426,37.72248196528768
104,14,2,33.67018531383502,856,43.29062128937208,3.187237451940066,35.333250007078085
85,4,1,32.53869418292014,568,38.852186435434916,47.73491019253697,55.6331377933029
46,8,1,34.20752178582704,850,20.43750766654656,25.023314173962333,32.21384474475065
67,5,5,32.95728877272573,995,36.360238835944884,13.746996834683943,41.72123317740285
53,1,5,30.392145873654197,298,26.548761679126713,13.90741665699478,12.53428755877951
98,4,1,32.94839784729617,516,27.068840342289562,54.08399647375399,57.63940601234301
99,3,3,28.86732337087812,322,38.49870277316599,50.03499602766221,59.154712393844065
115,9,5,34.90943035329294,519,43.883544239421965,33.211853121431,52.92477995476851
40,8,3,38.24385458729334,998,18.79967618541582,36.96664802494327,47.847958765450095
45,1,1,36.70344501225466,792,27.61890710636458,28.45953423301746,24.08315867433745
102,6,5,32.324728480649334,694,29.428248242529108,23.49999257272853,45.271248739804065
88,9,2,29.0448544669277,656,26.28935450864993,54.92861287309989,56.08863066559533
99,7,1,30.425792790703248,721,25.89567371148675,7.536762211218124,23.660407743496567
109,4,4,34.54588408593803,719,16.568060026847895,25.106807382973678,40.547751109600604
32,13,3,30.484685000596393,916,35.566158616878695,20.67371447927252,47.28240799216965
49,17,1,34.52767733541961,514,28.08643251360136,29.889043215068902,46.48831402756219
88,2,1,30.779188297166787,908,20.843814079317802,27.457912472710504,41.9406322721007
65,5,5,38.18708643371288,909,39.48100506906205,31.133371899064887,48.19168110676744
48,12,5,32.76725767408551,741,39.07682244454884,8.395138633619645,31.884843163206988
119,8,5,30.946607511333895,678,29.591748842666814,30.788490090796625,58.16536222842246
96,6,4,37.74791416296474,219,23.953519834432818,14.545128833232653,22.895671870282566
48,8,5,32.11406757766541,759,34.142781773893574,11.059880939291475,33.23969995659037
49,18,1,29.337852254065382,329,23.644564073322094,3.8900531271714733,31.937358279847466
100,3,5,34.8449138968437,492,22.08023790971136,45.759153525368454,46.22058938259534
81,12,2,34.97877045325586,331,36.9154396207898,25.6465152513936,40.264308358221726
62,3,5,36.57634810282881,555,16.209757191628523,37.5986209987055,33.78450150860161
69,6,4,30.882633198500628,253,17.843054131037817,43.6556005982846,46.60669650947876
68,2,2,33.32525606910694,992,15.203645220707694,40.75899991881321,47.458062057866314
111,12,1,31.388415028511876,586,19.588295594262785,28.230043145380936,46.71927890998498
30,2,1,28.971444833388258,464,17.069700261313784,23.273911737103788,17.56879668539366
40,6,3,38.5193659241907,414,44.874071033397556,22.557594578439822,27.49530106819245
86,17,2,36.74643765386009,659,23.66429909862269,38.40292781580338,60.92718674565087
118,3,3,31.617556713505607,657,19.478040380077417,29.687661296512402,44.84591187490528
79,2,2,35.192475914463834,242,22.22988773987754,50.94793487931064,43.392016003865514
52,20,2,30.415165457613668,785,43.08376714620404,52.482119059602724,91.01933324458882
60,8,4,38.68283946154925,477,30.60480669073187,10.233622680391107,24.085919430023754
71,12,3,29.378876120342923,953,25.944542889235706,8.174019092743539,34.71046544161591
36,4,4,28.04604574609361,329,41.20174373727658,37.82405556215997,49.33468463315097
45,5,2,34.024098372870185,549,26.849708116470975,18.073544883736766,28.500345592319913
119,13,1,34.997533881434435,905,25.050257098730874,1.1142431259059316,42.83522635139825
89,15,2,34.94758384354965,743,21.218475676492066,53.318560161777306,78.60997676897686
31,16,4,28.654143129253917,305,26.333904717282344,13.614046034628496,37.89665024800606
30,10,3,31.76852568302119,915,24.50053068050778,55.75683910114854,69.94905603052148
77,16,3,33.99038736209598,200,35.31911877894423,43.04606705269522,60.090190448332194
41,12,4,30.598950227526892,956,23.68748114012181,45.75920939468906,67.91469664730376
98,17,3,38.47151062583076,783,32.31599239267685,12.087689747589625,45.7279025430194
66,16,5,29.045311473537208,631,16.976764950959183,14.051665537008775,55.93462244962567
61,12,1,33.848613300064514,505,20.73867470089543,31.276065229443944,33.97654488987615
38,8,1,36.29699269015782,726,27.222158148340462,10.32599115899173,14.380145689186335
48,20,1,31.141013201613788,252,43.10847761726086,18.325901560981936,49.865181355231606
77,3,3,35.49088884397022,719,26.317559571470863,19.28774867686827,34.600642930595036
109,16,3,37.952621801708496,529,34.922223635995024,9.577795995165845,37.543623448867244
32,13,2,30.284043701140572,757,22.652616672641944,12.310970003709645,42.21868197633753
49,19,2,39.00664710189835,524,18.81100727919695,47.31311052049539,65.52630402302977
53,8,1,34.6427023919483,313,16.756098002401504,10.031751272836102,10.904583533242924
83,5,5,31.590784051612726,346,24.16240495628254,1.7074435106353492,8.904823702459781
62,20,2,33.170299304587246,365,19.72983080390724,37.76129655773631,51.79827626680126
53,8,2,31.746302605436654,578,20.220313440483725,58.558987163547,58.372108538780644
104,12,3,36.7013339191998,338,37.8227792516085,19.872828877387285,43.62798685503342
101,1,5,37.55560796098159,828,15.475142128346226,7.119342191775138,24.45162630814859
65,20,1,37.99524870782393,498,31.734303772063033,34.22323952205185,52.71148615441328
67,6,2,39.829218995028896,475,26.383841417803943,54.38125266573877,47.801453681958435
113,18,5,37.495411509960206,988,30.196499997256417,47.04370678970873,86.35727739694799
118,8,5,35.21660884826276,377,31.884907116438086,37.35095210476296,54.542577573305685
54,7,1,32.07064358070141,553,24.401030833718345,18.90338979645596,26.613636548173435
47,1,5,34.535145384528995,353,23.853265805528558,32.5128103965732,31.294350105077456
111,16,5,28.492818073484866,400,37.002055480047176,5.474690478255322,41.85335847962669
95,12,5,36.937900906358955,314,41.13830964363471,40.7367254568402,60.332186313305854
83,6,2,33.351466541105225,870,20.77744897375584,43.50576113385905,53.30110906744603
64,20,1,28.240278756786253,753,17.92856281605447,57.90189737459513,87.89901404422625
109,2,5,28.75008329812493,958,41.93387419176078,15.623841524704298,42.501613876481755
90,14,5,32.64959756586108,267,25.49686390942196,1.1073851425813586,32.71197786278534
70,4,2,35.00105822822122,644,31.539521719884426,32.73650786562904,39.73710450243333
62,1,1,33.57044738742552,644,25.786294335600104,42.40743026380887,36.11002406034258
97,18,3,35.43045180750586,525,18.77407009038154,47.42444855297928,63.12910772977247
62,13,2,33.76353110549627,907,32.67994934843184,11.624335981488636,43.9449188937989
43,2,1,35.940446145776164,801,30.75422555308889,15.70517214222142,20.076314015550828
50,9,5,30.62951277604961,822,21.089806775735916,30.75545551603778,54.84258162338293
77,2,1,29.354118246203456,558,28.556071339568334,19.83604859820011,25.02784775056898
49,9,1,35.157207455507915,344,38.908425120469374,51.6306891952467,43.350694040967774
37,1,1,33.81627420323569,474,32.71278309323674,28.425609224323217,24.63004790061556
36,11,3,28.322411848539225,708,17.907519812009845,47.97471864612018,69.64017695049833
96,3,1,32.56578262591643,378,31.440644916874053,34.83718562894123,30.115821656028775
46,20,3,29.273507025891945,952,36.082148978687606,46.38540849702672,90.23460013885915
62,4,5,34.37628198103234,676,38.78110217342254,19.96037919181943,41.87263529931967
77,18,3,32.74933215592517,613,33.873527359028,49.88499731581867,72.82693314110405
105,6,5,35.357822933236214,352,19.579744936223513,16.474338933061293,29.38258854187361
88,3,5,37.66722662524286,303,36.30519799770482,32.765928480197445,32.182829687551425
115,11,3,31.59602420609789,274,35.320255382445495,12.840426790432453,36.89430069746862
51,15,2,39.545225249980334,327,15.732806488218996,28.5315912975716,37.69147107803699
59,5,4,34.42761400705089,910,27.352430027707296,19.09051257052219,30.491340635788156
67,20,1,35.419489585057455,865,24.9885074088712,16.002205838232854,49.48282245529963
80,10,4,36.16806847870885,767,35.0823619276093,58.01910108168225,77.74338323367866
83,12,1,36.00077835829108,989,21.484074369327622,9.604446329203837,35.89429297437398
37,15,1,34.13164891654075,544,32.726157689227755,47.23955024744372,60.74351973055253
56,17,5,33.1451714933762,730,42.39617885442517,59.0498975689929,84.76047730332324
56,10,1,28.645383570128534,358,38.934071166258235,1.1940890244046698,18.93074813356461
50,6,1,28.265030143614158,737,42.643732086495916,41.9416448425257,54.3910968799444
59,18,3,32.295534334393174,625,44.355179007980695,15.174708333377227,57.687823947210646
57,13,4,32.00393068760431,880,15.320103810184882,2.4292694596982667,34.18492168329947
93,3,3,32.652341858068084,222,33.682238291324325,24.173374737397847,31.067065758891477
98,10,1,29.66041841065828,246,27.385181932767193,56.1130686102525,58.18811930751673
90,14,5,36.858019246442126,724,40.79563471005365,0.7059056620198612,34.124879944749644
77,6,3,38.28357297731487,928,22.554441060273952,35.273141515786904,40.2486493998026
48,3,3,39.264575624488415,905,44.43088467345228,30.08378871571946,35.656516943015426
33,16,2,33.90834764223551,343,33.41123908631242,52.40304986226285,72.4897061615174
64,7,1,36.410388389505144,784,38.80612206686493,5.04010287123754,17.63465224860975
93,20,5,38.26661348123047,867,17.567986584683048,40.89156179319902,78.5028817642126
78,14,3,33.01949333312183,788,20.50373654276595,40.80658190599664,66.95208873811941
46,9,3,31.712953538445333,618,37.75211019102609,40.144801011736995,49.85712077667211
73,15,5,39.24069467024188,880,15.659595661179708,56.540069696102215,76.42344256661431
59,3,1,34.188118612924875,998,39.50633957681349,49.385251740412826,56.55079190550533
75,2,2,33.96704663909053,284,15.418470560757344,2.5183635746103605,3.6056301573593816
35,2,3,30.14099315876195,615,34.7135651718382,28.26497104227079,25.078067682129284
66,3,2,29.29786017488028,893,25.952817606954177,23.877183372080008,39.04958671444713
53,18,4,38.10528234980214,681,33.344845581575974,18.608833265448123,46.95459067711411
75,14,1,35.369598114250216,655,35.88094220967341,27.080203509245838,44.62009224565534
82,20,4,31.909895008233384,496,25.274256575589128,23.051651095558647,61.411150950919044
89,18,4,30.300834608683196,311,18.238873443325065,25.94003399271992,62.924811156647706
92,10,4,34.66596736203557,429,17.08937603244797,58.75571193651855,67.33731027635505
114,2,1,35.00703147113362,295,32.668080676876436,5.317978484974846,13.879045809260507
61,1,1,30.4839232149407,879,30.619660612023345,55.33385219032379,48.5016178009233
116,4,5,38.21686897469769,577,37.26603027363397,28.8142028082616,44.97523076680673
62,14,2,29.01117239387021,355,30.292065300118114,37.42453472997247,53.06154835127742
96,1,2,32.27311702199706,620,27.673373700926373,49.810977997061634,51.42574738580979
